StockCode,Description,AvgPrice,TotalQuantitySold,UniqueCustomers
22922,fridge magnets us diner assorted,0.8517171717171717,1968,82
22923,fridge magnets les enfants assorted,0.8438095238095238,1491,70
22924,fridge magnets la vie en rose,0.8452439024390244,1374,69
22925,blue giant garden thermometer,5.982034883720931,465,130
22926,ivory giant garden thermometer,5.935148514851486,649,152
22927,green giant garden thermometer,5.935714285714286,428,101
22928,yellow giant garden thermometer,6.3682417582417585,259,64
22929,school desk and chair,64.17058823529412,23,17
22930,baking mould heart milk chocolate,2.5655479452054792,1040,120
22931,baking mould heart white chocolate,2.5514414414414412,792,95
22932,baking mould toffee cup chocolate,2.5007812499999997,872,51
22933,baking mould easter egg milk choc,2.922826086956522,876,82
22934,baking mould easter egg white choc,2.9152173913043478,560,65
22935,baking mould rose milk chocolate,3.1634615384615383,673,46
22936,baking mould rose white chocolate,3.3037142857142854,258,30
22937,baking mould chocolate cupcakes,2.6128776978417267,939,122
22938,cupcake lace paper set 6,1.9313438735177866,3631,237
22939,apron apple delight,5.162105263157895,671,109
22940,feltcraft christmas fairy,4.30169946332737,3286,392
22941,christmas lights 10 reindeer,8.442137592137591,2487,315
22942,christmas lights 10 santas,7.815668202764977,1181,176
22943,christmas lights 10 vintage baubles,4.924930555555556,2258,215
22944,christmas metal postcard with bells,0.8347663551401869,4185,89
22945,christmas metal tags assorted,0.8664912280701754,7369,244
22946,wooden advent calendar cream,16.29665071770335,869,152
22947,wooden advent calendar red,12.489877300613497,773,124
22948,metal decoration naughty children,0.9066911764705883,1971,93
22949,36 doilies dolly girl,1.4472027972027972,1971,130
22950,36 doilies vintage christmas,1.439710610932476,8215,256
22951,72 cake cases dolly girl design,0.5577756653992396,10650,345
22952,72 cake cases vintage christmas,0.5420236813778256,30144,570
22953,birthday party cordon barrier tape,1.2723,713,76
22954,hen party cordon barrier tape,1.25,200,28
22955,36 foil star cake cases,2.0379754601226994,1404,131
22956,36 foil heart cake cases,2.059442060085837,2438,189
22957,set 3 paper vintage chick paper egg,2.92979797979798,1746,179
22959,wrap christmas village,0.4180851063829787,9688,251
22960,jam making set with jars,4.181095132743363,8454,583
22961,jam making set printed,1.4706291390728476,15867,558
22962,jam jar with pink lid,0.8439534883720929,4141,183
22963,jam jar with blue lid,0.8430044843049327,3476,170
22964,3 piece spaceboy cookie cutter set,2.13141975308642,2635,228
22965,3 traditional biscuit cutters  set,2.1211353711790393,1777,187
22966,gingerbread man cookie cutter,1.2597431781701445,7946,422
22967,set 3 song bird paper eggs assorted,2.9286259541984734,1159,122
22968,rose cottage keepsake box,9.735185185185184,1036,182
22969,homemade jam scented candles,1.4492720970537263,14012,472
22970,london bus coffee mug,2.4917266187050355,4213,180
22971,queens guard coffee mug,2.5219574468085106,2365,164
22972,childrens spaceboy mug,1.6533333333333333,1794,147
22973,childrens circus parade mug,1.670495867768595,1290,88
22974,childrens dolly girl mug,1.6851219512195124,1550,128
22975,spaceboy childrens egg cup,1.2743624161073825,1156,113
22976,circus parade childrens egg cup,1.260168067226891,1083,81
22977,dolly girl childrens egg cup,1.2603418803418804,953,101
22978,pantry rolling pin,3.752284263959391,2406,153
22979,pantry washing up brush,1.4965686274509804,3913,225
22980,pantry scrubbing brush,1.674590163934426,2286,198
22981,pantry apple corer,1.4473333333333334,435,58
22982,pantry pastry brush,1.3150000000000002,1044,120
22983,card billboard font,0.425390243902439,6388,264
22984,card gingham rose,0.421195652173913,3206,115
22985,wrap billboard fonts design,0.418796992481203,4690,101
22986,gingham rose wrap,0.41931034482758617,5791,162
22987,wrap  summer rose design,0.42000000000000004,250,10
22988,soldiers egg cup,1.2571104815864023,9033,207
22989,set 2 pantry design tea towels,3.2294637223974765,2693,241
22990,cotton apron pantry design,4.760140845070423,602,117
22991,giraffe wooden ruler,2.0506694560669456,3708,185
22992,revolver wooden ruler,1.9620819112627985,4914,217
22993,set of 4 pantry jelly moulds,1.2570034052213395,11769,431
22994,travel card wallet retrospot,0.4196273291925466,2104,89
22995,travel card wallet suki,0.4193513513513513,2228,90
22996,travel card wallet vintage ticket,0.4193959731543624,4540,155
22997,travel card wallet union jack,0.41967032967032963,2477,101
22998,travel card wallet keep calm,0.42781818181818176,11645,217
22999,travel card wallet retro petals,0.41968085106382974,2809,108
23000,travel card wallet transport,0.41970873786407764,3042,125
23002,travel card wallet skulls,0.41957746478873237,2052,85
23003,travel card wallet vintage rose,0.41886792452830185,541,38
23004,travel card wallet pantry,0.42976190476190473,1853,73
23005,travel card wallet i love london,0.4193258426966292,4346,105
23006,travel card wallet flower meadow,0.4195384615384615,1693,88
23007,spaceboy baby gift set,16.513380281690143,449,110
23008,dolly girl baby gift set,16.416666666666668,419,99
23009,i love london baby gift set,16.425409836065572,209,48
23010,circus parade baby gift set,16.47808988764045,285,73
23012,glass apothecary bottle perfume,3.8817000000000004,1014,151
23013,glass apothecary bottle tonic,3.885580110497238,865,135
23014,glass apothecary bottle elixir,3.9079012345679014,798,122
23015,cordial glass jug,8.25,36,15
23016,glass twist bon bon jar,7.723684210526316,69,19
23017,apothecary measuring jar,12.178571428571429,64,20
23018,large apothecary measuring jar,12.2975,50,19
23019,small apothecary measuring jar,8.078571428571427,81,26
23020,glass  songbird storage jar,12.33125,176,67
23021,glass bonne jam jar,4.134,117,24
23022,small bonne jam jar  tlight holder,2.0295652173913044,416,19
23023,ridged bonne jam jar tlight holder,1.7039130434782608,260,23
23024,large bonne jam jar  tlight holder,2.73,254,8
23025,drawer knob vintage glass ball,2.1245652173913046,317,40
23026,drawer knob vintage glass star,2.106727272727273,503,43
23027,drawer knob vintage glass hexagon,2.08,287,26
23028,drawer knob crackle glaze blue,1.6590434782608694,1241,88
23029,drawer knob crackle glaze green,1.6471014492753622,1284,97
23031,drawer knob crackle glaze pink,1.6471014492753622,1228,93
23032,drawer knob crackle glaze ivory,1.6446236559139784,2250,117
23033,drawer knob ceramic red,1.4398305084745764,679,42
23034,drawer knob ceramic black,1.4425,935,57
23035,drawer knob ceramic ivory,1.4538323353293412,2071,110
23036,tlight holder silver petit four,1.25,182,14
23037,candle holder silver madeline,1.7299999999999998,193,17
23039,tlight holder silver heart handle,1.9369565217391302,192,22
23040,paper lantern 9 point snow star,5.728947368421053,246,33
23041,paper lantern 9 point snow star,4.15,260,46
23042,paper lantern 7 point snow star,6.65,99,25
23043,paper lantern 9 point holly star 40,6.25,75,18
23044,paper lantern 9 point holly star s,4.15,100,24
23045,paper lantern 5 point star moon 30,4.15,116,22
23046,paper lantern 9 point deluxe star,6.623529411764706,347,31
23047,paper lantern 5 point sequin star,5.75,58,25
23048,set of 10 lanterns fairy light star,4.192500000000001,560,81
23049,recycled acapulco mat red,8.24526627218935,435,103
23050,recycled acapulco mat green,8.240909090909092,459,116
23051,recycled acapulco mat blue,8.237969924812031,335,95
23052,recycled acapulco mat turquoise,8.246380090497738,571,147
23053,recycled acapulco mat pink,8.231395348837209,318,105
23054,recycled acapulco mat lavender,8.242660550458716,266,81
23055,ivory chandelier tlight holder,5.562894736842105,560,33
23056,flowers chandelier tlight holder,6.155526315789474,866,33
23057,gemstone chandelier tlight holder,4.576585365853659,674,38
23058,christmas hanging snowflake,1.1129545454545455,486,39
23060,heart beaded trellis decoration,2.08,244,34
23061,vintage embossed heart,1.2476136363636365,946,76
23064,cinderella chandelier,43.01136363636363,220,20
23065,large deco jewellery stand,12.470652173913043,256,81
23066,small deco jewellery stand,8.228947368421052,245,69
23067,hanging engraved metal heart,4.15,274,63
23068,aluminium stamped heart,2.4775757575757575,801,106
23069,edwardian photo frame,6.25,87,27
23070,edwardian heart photo frame,4.15,147,29
23071,marie antoienett trinket box gold,10.31388888888889,313,16
23072,marie antoinette trinket box silver,10.772727272727273,326,21
23073,georgian trinket box,12.408474576271187,141,49
23074,embossed heart trinket box,2.0634285714285716,221,32
23075,double ceramic parlour hook,4.144805194805195,465,61
23076,ice cream sundae lip gloss,1.2449193548387096,7896,202
23077,doughnut lip gloss,1.241818181818182,9642,217
23078,ice cream pen lip gloss,1.2450704225352112,6607,159
23079,toadstool bedside light,8.936666666666666,248,83
23080,red metal box top secret,8.358977777777778,998,148
23081,green metal box army supplies,8.337043478260869,453,80
23082,set 6 paper table lantern hearts,3.722639405204461,2260,205
23083,set 6 paper table lantern stars,3.761132075471698,1859,161
23084,rabbit night light,2.0127703523693805,27153,450
23085,antique silver bauble lamp,10.069230769230769,369,64
23086,zinc  star tlight holder,1.2325,1191,31
23087,zinc  heart tlight holder,1.237142857142857,830,43
23088,zinc heart flower tlight holder,1.306315789473684,760,52
23089,glass bon bon jar,1.7758394160583941,2135,101
23090,vintage glass tlight holder,0.8575999999999999,2129,96
23091,zinc herb garden container,6.287616580310881,559,160
23092,large antique white photo frame,7.80144,507,96
23093,small parisienne heart photo frame,2.472845528455285,915,105
23094,le grand tray chic set,12.5,147,65
23096,petit tray chic,1.728974358974359,993,89
23099,french carriage lantern,6.584545454545455,132,46
23100,silver bells table decoration,1.246164383561644,2090,180
23101,silver stars table decoration,0.8265445026178011,1942,175
23102,silver hearts table decoration,0.8268794326241135,1231,128
23103,bell heart decoration,1.6475535168195719,3931,231
23104,ivory pantry hanging lamp,12.30909090909091,116,38
23106,zinc hearts plant pot holder,2.772,283,49
23107,white wire plant pot holder,2.7391803278688527,340,60
23108,set of 10 led dolly lights,6.147840909090909,2192,271
23109,led tea lights,2.904655172413793,2310,178
23110,parisienne key cabinet,5.713636363636364,662,157
23111,parisienne sewing box,12.281600000000001,296,80
23112,parisienne curio cabinet,7.453551912568306,471,134
23113,pantry chopping board,4.92,1138,39
23114,vintage leaf chopping board,4.930487804878049,144,40
23115,red apples chopping board,4.928947368421053,144,38
23116,vegetable garden chopping board,4.902941176470589,70,17
23117,poppy fields chopping board,4.95,85,39
23118,parisienne jewellery drawer,7.4600888888888885,765,154
23119,pack of 6 large fruit straws,0.6479310344827586,2155,97
23120,pack of 6 small fruit straws,0.41857142857142854,1617,69
23121,pack of 6 cocktail parasol straws,0.41608695652173916,2460,81
23122,party charms 50 pieces,0.8202061855670103,2091,89
23123,cocktail swords 50 pieces,0.8235294117647058,899,64
23124,18pc wooden cutlery set disposable,1.24125,503,23
23125,6pc wood plate set disposable,1.236875,405,15
23126,dollcraft girl amelie kit,5.0150549450549455,1084,198
23127,dollcraft girl nicole,4.968695652173913,713,146
23128,feltcraft boy jeanpaul kit,4.970697674418605,431,112
23129,heart shaped holly wreath,4.418727272727273,942,138
23130,mistletoe heart wreath green,4.234790419161677,918,139
23131,mistletoe heart wreath cream,4.207614678899083,893,91
23132,small ivory heart wall organiser,5.735531914893618,1008,115
23133,large ivory heart wall organiser,7.992164179104478,759,94
23134,large zinc heart wall organiser,7.6710810810810806,1064,29
23135,small zinc heart wall organiser,5.191190476190476,1538,31
23136,ivory wire sweetheart letter tray,3.7290909090909095,127,39
23137,zinc wire sweetheart letter tray,3.4539999999999997,80,18
23138,single wire hook ivory heart,1.4448051948051948,870,60
23139,single wire hook pink heart,1.2482608695652175,406,20
23140,triple wire hook ivory heart,4.256857142857143,160,29
23141,triple wire hook pink heart,3.5900000000000003,68,18
23142,ivory wire kitchen organiser,10.330555555555556,116,34
23143,zinc wire kitchen organiser,7.175000000000001,25,12
23144,zinc tlight holder stars small,0.8369747899159663,4894,180
23145,zinc tlight holder star large,0.960728476821192,2054,128
23146,triple hook antique ivory rose,3.2825233644859817,778,151
23147,single antique rose hook ivory,1.4492125984251967,1843,170
23148,miniature antique rose hook ivory,0.8299585062240663,2113,143
23149,antique ivory wire bowl small,2.49,97,17
23150,ivory sweetheart soap dish,2.49,139,33
23151,zinc sweetheart soap dish,1.953157894736842,59,18
23152,ivory sweetheart wire letter rack,3.7428,541,108
23153,zinc sweetheart wire letter rack,3.7883333333333336,248,67
23154,set of 4 jam jar magnets,2.0809589041095893,2441,141
23155,knickerbockerglory magnet assorted,0.8220720720720721,2094,84
23156,set of 5 mini grocery magnets,2.0946236559139786,1631,117
23157,set of 6 nativity magnets,2.150794701986755,2530,111
23158,set of 5 lucky cat magnets,2.167593582887701,2536,96
23159,set of 5 pancake day magnets,2.0822448979591837,2255,121
23160,regency tea spoon,1.2289999999999999,1392,50
23161,regency cake fork,1.2283823529411766,1608,58
23162,regency tea strainer,3.7471830985915493,1362,96
23163,regency sugar tongs,2.4349253731343286,1714,95
23164,regency cake slice,4.922625,564,70
23165,large ceramic top storage jar,1.6319819819819819,2950,167
23166,medium ceramic top storage jar,1.2203030303030302,77916,138
23167,small ceramic top storage jar,0.8270652173913042,5666,129
23168,classic sugar dispenser,1.228018018018018,2849,140
23169,classic glass sweet jar,4.113498098859316,1451,203
23170,regency tea plate roses,1.657560975609756,6563,224
23171,regency tea plate green,1.6725830258302583,5966,195
23172,regency tea plate pink,1.6405357142857142,3688,160
23173,regency teapot roses,9.70313725490196,2662,248
23174,regency sugar bowl green,4.126641791044777,2954,190
23175,regency milk jug pink,3.1948529411764706,3062,206
23176,abc treasure book box,2.2636898395721925,2088,159
23177,treasure island book box,2.241705069124424,2428,174
23178,jam clock magnet,2.8387272727272728,309,50
23179,clock magnet mums kitchen,2.9330000000000003,304,36
23180,mums kitchen clock,4.766666666666667,104,29
23181,bull dog bottle top wall clock,8.184782608695652,185,60
23182,toilet sign occupied or vacant,0.8792635658914728,3378,140
23183,mothers kitchen spoon rest,4.056610169491526,178,45
23184,bull dog bottle opener,5.097939698492462,778,129
23185,french style storage jar jam,0.3516129032258064,317,27
23186,french style storage jar cafe,0.3409859154929577,1982,57
23187,french style storage jar bonbons,0.3154666666666667,2338,66
23188,vintage  2 meter folding ruler,1.705944055944056,3096,207
23189,set of 12 fork candles,2.858421052631579,1215,89
23190,bundle of 3 school exercise books,1.6513333333333333,1678,145
23191,bundle of 3 retro note books,1.6754980079681272,2159,182
23192,bundle of 3 alphabet exercise books,1.6541509433962263,3269,224
23193,buffalo bill treasure book box,2.265912408759124,1847,109
23194,gymkhanna treasure book box,2.249884393063584,1750,142
23196,retro leaves magnetic notepad,1.444142259414226,1756,170
23197,sketchbook magnetic shopping list,1.5423913043478261,1354,116
23198,pantry magnetic  shopping list,1.4806544502617802,3063,259
23199,jumbo bag apples,2.0620027624309394,13875,344
23200,jumbo bag pears,2.0720718816067656,6729,262
23201,jumbo bag alphabet,2.0582430647291945,12533,396
23202,jumbo bag vintage leaf,2.078562259306804,10695,377
23203,jumbo bag doiley patterns,2.055206232813932,19498,505
23204,charlotte bag apples design,0.8429976580796252,7039,199
23205,charlotte bag vintage alphabet,0.8518731988472622,5150,201
23206,lunch bag apple design,1.6413439635535307,11530,401
23207,lunch bag alphabet design,1.652969696969697,7533,377
23208,lunch bag vintage leaf design,1.6450331125827813,6191,305
23209,lunch bag doiley pattern,1.6463529411764706,12985,469
23210,white rocking horse hand painted,1.2435975609756096,2750,115
23211,red rocking horse hand painted,1.2411016949152542,2206,82
23212,heart wreath decoration with bell,1.2388,2175,104
23213,star wreath decoration with bell,1.2432258064516128,1594,95
23214,jingle bell heart antique gold,2.1870967741935483,772,79
23215,jingle bell heart antique silver,2.14015,3544,162
23216,laurel heart antique gold,1.348048780487805,518,32
23217,laurel heart antique silver,1.4022093023255815,1290,64
23218,laurel star antique gold,1.383939393939394,372,27
23219,laurel star antique silver,1.3117307692307691,404,41
23220,reindeer heart decoration gold,0.9106410256410257,929,55
23221,reindeer heart decoration silver,0.9132456140350877,1461,85
23222,christmas tree hanging gold,0.9616666666666667,776,49
23223,christmas tree hanging silver,0.9460294117647059,745,51
23224,cherub heart decoration gold,0.9328813559322033,719,44
23225,cherub heart decoration silver,0.9579710144927536,1296,46
23226,filigree heart daisy white,1.24125,1199,56
23227,filigree heart butterfly white,1.26816091954023,1592,61
23228,filigree heart bird white,1.3925316455696204,1397,58
23229,vintage donkey tail game,3.7842009132420094,1804,186
23230,wrap alphabet design,0.41732758620689653,7925,178
23231,wrap doiley design,0.4190661478599222,7225,190
23232,wrap vintage petals  design,0.417489539748954,8526,188
23233,wrap poppies  design,0.41861635220125787,5175,130
23234,biscuit tin vintage christmas,2.926051502145923,1632,201
23235,storage tin vintage leaf,2.7495833333333337,726,88
23236,doiley storage tin,2.9339024390243904,2443,203
23237,set of 4 knick knack tins leaves,4.133431952662722,1043,131
23238,set of 4 knick knack tins london,4.133122362869199,1775,150
23239,set of 4 knick knack tins poppies,3.9050632911392404,812,125
23240,set of 4 knick knack tins doiley,4.132995951417005,4094,323
23241,treasure tin gymkhana design,2.0751916376306623,2005,183
23242,treasure tin buffalo bill,2.0739473684210528,1430,132
23243,set of tea coffee sugar tins pantry,4.887694300518135,4658,275
23244,round storage tin vintage leaf,1.9743809523809523,925,87
23245,set of 3 regency cake tins,4.932690707350902,5844,472
23247,biscuit tin 50s christmas,2.9715498154981552,2048,231
23249,vintage red enamel trim plate,1.6441176470588235,790,57
23250,vintage red trim enamel bowl,1.2476404494382023,1103,64
23251,vintage red enamel trim mug,1.2397058823529412,1645,80
23252,vintage red enamel trim jug,3.7426399999999997,586,104
23253,16 piece cutlery set pantry design,15.656382978723405,214,44
23254,childrens cutlery dolly girl,4.142805755395684,1657,204
23255,childrens cutlery circus parade,4.164965034965035,962,116
23256,childrens cutlery spaceboy,4.151646341463414,2016,232
23263,set of 3 wooden heart decorations,1.3180143540669855,3717,269
23264,set of 3 wooden sleigh decorations,1.3229924242424242,1842,177
23265,set of 3 wooden tree decorations,1.31984496124031,1665,180
23266,set of 3 wooden stocking decoration,1.3111301369863015,1964,201
23267,set of 4 santa place settings,1.2477659574468085,1158,79
23268,set of 2 ceramic christmas reindeer,1.5176923076923077,1434,68
23269,set of 2 ceramic christmas trees,1.4474025974025975,748,63
23270,set of 2 ceramic painted hearts,1.4433884297520663,1157,96
23271,christmas table candle silver spike,0.8367532467532467,1619,69
23272,tree tlight holder willie winkie,1.5637142857142856,352,34
23273,heart tlight holder willie winkie,1.6793877551020406,928,88
23274,star tlight holder willie winkie,1.7453535353535352,1139,85
23275,set of 3 hanging owls ollie beak,1.2882374100719425,3613,171
23280,folding butterfly mirror hot pink,0.8339552238805971,1994,87
23281,folding butterfly mirror red,0.8229787234042553,1270,56
23282,folding butterfly mirror ivory,0.8738461538461538,753,67
23283,doormat vintage leaves design,7.912870813397129,967,146
23284,doormat keep calm and come in,7.91196319018405,5338,378
23285,pink vintage spot beaker,0.8465909090909091,4679,108
23286,blue vintage spot beaker,0.8464634146341463,4901,125
23287,red vintage spot beaker,0.845608108108108,1774,114
23288,green vintage spot beaker,0.8485925925925926,4505,107
23289,dolly girl childrens bowl,1.245774647887324,1553,111
23290,spaceboy childrens bowl,1.2419540229885058,2367,125
23291,dolly girl childrens cup,1.2695172413793103,1548,104
23292,space boy childrens cup,1.2635151515151515,2081,113
23293,set of 12 fairy cake baking cases,0.8238758029978587,8228,323
23294,set of 6 snack loaf baking cases,0.8247796610169491,4264,214
23295,set of 12 mini loaf baking cases,0.8245753424657534,5957,250
23296,set of 6 tea time baking cases,1.2395975232198142,4877,243
23297,set 40 heart shape petit four cases,1.6359154929577464,4260,123
23298,spotty bunting,4.9164936336924585,7779,573
23299,food cover with beads set 2,3.7931147540983607,980,110
23300,gardeners kneeling pad cup of tea,1.665467289719626,6285,351
23301,gardeners kneeling pad keep calm,1.6639238845144355,7722,405
23302,kneeling mat housework  design,1.5788947368421054,1473,140
23303,set 4 picnic cutlery fondant,1.95,65,6
23304,set 4 picnic cutlery cherry,1.9500000000000002,71,9
23305,set 4 picnic cutlery blueberry,1.9500000000000002,82,9
23306,set of 36 doilies pantry design,1.4610900473933648,2692,182
23307,set of 60 pantry design cake cases,0.5563178294573643,11661,366
23308,set of 60 vintage leaf cake cases,0.5637820512820513,5955,209
23309,set of 60 i love london cake cases,0.5688925081433225,7670,178
23310,bubblegum ring assorted,0.4292523364485981,11891,146
23311,vintage christmas stocking,2.545246478873239,2199,246
23312,vintage christmas gift sack,4.139847715736041,1364,168
23313,vintage christmas bunting,4.951311475409836,2748,254
23314,vintage christmas tablecloth,12.439714285714286,391,87
23315,ivory refectory clock,9.83157894736842,202,63
23316,red refectory clock,9.817368421052631,235,75
23317,blue refectory clock,9.872857142857141,161,56
23318,box of 6 mini vintage crackers,2.456955223880597,3645,270
23319,box of 6 mini 50s crackers,2.463619302949062,3520,300
23320,giant 50s christmas cracker,2.658634920634921,2628,260
23321,small white heart of wicker,1.6436241610738254,4262,378
23322,large white heart of wicker,2.947562862669246,2892,350
23323,white wicker star,2.096402877697842,1422,210
23324,rustic strawberry jampot large,2.068205128205128,381,38
23325,rustic strawberry jampot small,1.6233333333333333,444,27
23326,hanging mini coloured bottles,0.6192727272727273,3369,52
23327,hanging clear mini bottle,0.6185714285714285,1710,33
23328,set 6 school milk bottles in crate,3.7212280701754383,2063,195
23329,decorative wicker heart large,1.6482758620689655,1701,168
23330,decorative wicker heart medium,1.2489603960396038,1751,158
23331,decorative wicker heart small,0.6290697674418605,1492,67
23332,ivory wicker heart large,1.6485507246376812,1979,207
23333,ivory wicker heart medium,1.2481415929203539,2009,179
23334,ivory wicker heart small,0.6284158415841584,2154,83
23335,egg frying pan ivory,2.074390243902439,358,62
23336,egg frying pan pink,2.1120312500000002,199,46
23337,egg frying pan mint,2.08,169,49
23338,egg frying pan red,2.0749450549450548,405,62
23339,egg frying pan blue,2.08,150,43
23340,vintage christmas cake frill,1.645121951219512,2453,112
23341,pink diner wall clock,8.456632653061224,281,75
23342,mint diner wall clock,8.483548387096775,365,105
23343,jumbo bag vintage christmas,2.0784223918575067,4905,286
23344,jumbo bag 50s christmas,2.070135135135135,8933,391
23345,dolly girl beaker,1.2437037037037038,2394,100
23346,spaceboy beaker,1.2439285714285715,2567,106
23347,i love london beaker,1.247605633802817,827,51
23348,childrens toy cooking utensil set,2.0706451612903227,676,95
23349,roll wrap vintage christmas,1.245,2847,214
23350,roll wrap vintage spot,1.2466666666666668,2584,205
23351,roll wrap 50s christmas,1.2438909090909092,3054,242
23352,roll wrap 50s red christmas,1.2474233128834356,1593,151
23353,6 gift tags vintage christmas,0.8295719844357976,3726,227
23354,6 gift tags 50s christmas,0.8295910780669145,3343,235
23355,hot water bottle keep calm,4.866142270861833,5313,474
23356,love hot water bottle,5.891176470588236,2325,316
23357,hot water bottle sex bomb,4.479213483146068,432,79
23358,hot stuff hot water bottle,3.437761194029851,527,61
23359,set of 12 tlights vintage doiley,1.9302631578947367,976,73
23360,set 8 candles vintage doiley,1.941743119266055,1146,94
23365,set 12 colour pencils love london,0.649236641221374,1529,107
23366,set 12 colouring pencils doily,0.6493055555555556,1919,115
23367,set 12 colour pencils spaceboy,0.6495726495726496,2778,184
23368,set 12 colour pencils dolly girl,0.6494505494505495,2152,134
23369,set 36 colour pencils love london,1.2441836734693879,901,80
23370,set 36 colour pencils doiley,1.2464814814814815,1354,86
23371,set 36 colour pencils spaceboy,1.2443283582089553,1498,98
23372,set 36 colour pencils dolly girl,1.2426213592233009,1294,76
23373,vintage christmas paper gift bag,0.8177272727272726,1563,86
23374,red spot paper gift bag,0.8175409836065574,2444,108
23375,50s christmas paper gift bag,0.8188636363636363,1317,85
23376,pack of 12 vintage christmas tissue,0.38940170940170943,2630,104
23377,pack of 12 dolly girl tissues,0.39,1200,69
23378,pack of 12 50s christmas tissues,0.3890728476821192,3413,127
23379,pack of 12 red apple tissues,0.38862745098039214,1175,49
23380,pack of 12 vintage doily tissues,0.3892708333333334,2159,86
23381,pack of 12 vintage leaf tissues,0.3889230769230769,1474,59
23382,box of 6 christmas cake decorations,3.710731707317073,1712,136
23388,woodland mini backpack,4.138148148148149,789,115
23389,spaceboy mini backpack,4.142270531400967,1043,159
23390,dolly girl mini backpack,4.139261744966443,721,117
23391,i love london mini backpack,4.138571428571429,360,58
23392,spaceboy rocket lolly makers,2.0726582278481014,587,70
23393,home sweet home cushion cover,3.75,763,165
23394,poste france cushion cover,3.75,392,90
23395,belle jardiniere cushion cover,3.7473863636363633,683,141
23396,butterfly cushion cover,3.7472781065088756,609,134
23397,foot stool home sweet home,9.84772727272727,434,139
23398,hanging heart bonheur,0.847936507936508,587,53
23399,home sweet home hanging heart,0.8492972972972973,1815,146
23400,shelf with 4 hooks home sweet home,6.153333333333333,448,76
23401,rustic mirror with lace heart,6.0931428571428565,443,59
23402,home sweeet home 3 peg hanger,3.7416363636363634,280,47
23403,letter holder home sweet home,3.7067567567567568,595,80
23404,home sweet home blackboard,4.863676470588236,969,104
23405,home sweet home 2 drawer cabinet,4.908620689655172,235,54
23406,home sweet home key holder,6.1423404255319145,434,65
23407,set of 2 trays home sweet home,9.925254237288135,248,103
23408,photo frame linen and lace small,2.08,310,53
23409,photo frame linen and lace large,3.7275609756097565,208,39
23410,curio cabinet linen and lace,8.027777777777779,36,16
23411,trellis coat rack,4.915957446808511,217,42
23412,heart mirror antique white,7.394583333333333,351,64
23413,vintage coffee grinder box,4.894186046511629,156,34
23414,zinc box sign home,9.90290322580645,139,58
23415,home sweet home hook,1.3699999999999999,326,42
23416,chambre hook,1.16,123,18
23417,bathroom hook,1.1345454545454545,140,21
23418,lavender toilette bottle,2.0655,533,55
23419,home sweet home bottle,2.0752459016393443,437,56
23420,pantry hook tea strainer,2.08,159,26
23421,pantry hook spatula,2.08,152,24
23422,pantry hook balloon whisk,2.08,196,29
23423,pantry 3 hook rolling pin hanger,3.75,202,47
23424,gingham recipe book box,4.926699029126214,409,87
23425,storage tin home sweet home,2.052857142857143,237,35
23426,metal sign drop your pants,2.854450867052023,1230,126
23427,stool home sweet home,12.30373831775701,227,87
23428,ivory retro kitchen wall clock,8.107692307692307,70,25
23429,red retro kitchen wall clock,8.15,44,19
23430,blue retro kitchen wall clock,8.15,35,16
23431,natural hanging quilted hearts,0.8252173913043478,1427,63
23432,pretty hanging quilted hearts,0.8268571428571428,1272,65
23433,hanging quilted patchwork apples,0.8286585365853659,1215,76
23434,3 raffia ribbons 50s christmas,0.9046666666666667,1782,129
23435,3 raffia ribbons vintage christmas,0.9072727272727273,676,40
23436,gift bag large vintage christmas,1.2408695652173913,1929,91
23437,50s christmas gift bag large,1.248108108108108,1909,108
23438,red spot gift bag large,1.247857142857143,1782,88
23439,hand warmer red love heart,2.0941709844559586,3721,268
23440,paint your own eggs in crate,2.022,164,5
23442,12 hanging eggs hand painted,2.08,40,7
23444,next day carriage,15.189873417721518,79,63
23445,ice cream bubbles,0.8265263157894737,2647,81
23451,square mini portrait frame,1.9433333333333334,268,38
23452,heart mini portrait frame,1.9462962962962964,510,69
23453,oval  mini portrait frame,1.9437499999999999,315,40
23454,set of 3 mini hanging portraits,4.141836734693878,161,41
23455,small parlour picture frame,2.8671428571428574,206,32
23456,medium parlour picture frame,4.116666666666667,158,33
23457,large parlour picture frame,4.9189655172413795,104,27
23458,dolly cabinet 3 drawers,14.95,51,30
23459,dolly cabinet 2 drawers,12.5,33,19
23460,sweetheart wall tidy,9.900930232558139,108,41
23461,sweetheart bird house,4.1359550561797755,829,75
23462,rococo wall mirror white,19.745454545454546,77,43
23463,vintage zinc watering can,9.95,12,7
23464,vintage zinc watering can small,4.95,16,6
23465,tuscan villa feeding station,8.25,28,15
23466,tuscan villa dovecote,8.214285714285714,49,20
23467,vintage zinc planter,3.29,23,5
23468,tuscan villa bird table,8.25,19,11
23469,card holder love bird small,4.122698412698413,320,61
23470,card holder love bird large,6.2156,220,70
23471,six drawer office tidy,9.753846153846153,64,26
23472,nine drawer office tidy,14.786666666666665,54,29
23473,woodland small red felt heart,0.8274418604651163,665,41
23474,woodland small blue felt heart,0.83,297,26
23475,woodland small pink felt heart,0.83,280,25
23476,woodland large red felt heart,1.25,198,18
23477,woodland large blue felt heart,1.25,85,8
23478,woodland large pink felt heart,1.2289999999999999,278,9
23479,wire egg basket,7.775,109,35
